Units,scenario,region,gcam-consumer,nodeinput,input,year,value
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2100,16.7662
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,36.8167
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,65.5723
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,105.086
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,131.092
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,151.882
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,159.123
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,168.017
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,177.273
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,185.013
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,191.725
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,197.291
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,201.559
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,204.571
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,206.548
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,207.394
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,207.27
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,206.333
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,204.612
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,202.254
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,199.467
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,196.395
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,193.101
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,1975,50.9861
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,1990,68.5027
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2005,89.6834
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2010,87.81
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2015,85.7922
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2020,88.9912
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2025,91.1507
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2030,92.627
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2035,93.6848
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2040,94.2763
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2045,94.4192
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2050,94.0574
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2055,93.1504
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2060,91.8454
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2065,90.1939
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2070,88.2415
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2075,86.0142
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2080,83.613
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2085,81.1028
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2090,78.5598
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2095,76.0294
Pcal/yr,Reference,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2100,73.5338
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,16.3277
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,20.6267
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,25.1027
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,24.8584
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,26.7666
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,28.4391
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,30.0616
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,31.728
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,33.3483
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,34.9474
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,36.5137
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,38.04
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,39.511
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,40.9779
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,42.3666
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,43.6553
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,44.809
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,45.7978
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,46.5846
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,47.1642
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,47.4956
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,47.5805
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,1975,8.43069
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,1990,10.1678
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2005,15.4598
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2010,15.3115
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2015,14.237
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2020,14.9701
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2025,15.6915
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2030,16.3504
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2035,16.9517
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2040,17.5277
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2045,18.0981
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2050,18.6664
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2055,19.2169
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2060,19.7433
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2065,20.1963
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2070,20.5795
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2075,20.8937
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2080,21.1264
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2085,21.2668
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2090,21.3119
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2095,21.2398
Pcal/yr,Reference,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2100,21.0547
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,12.2096
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,17.6149
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,27.7527
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,36.8303
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,43.9758
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,47.9577
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,52.231
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,56.9129
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,61.4007
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,65.761
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,69.9139
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,73.7416
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,77.1741
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,80.1908
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,82.8977
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,85.2922
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,87.3371
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,89.0507
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,90.4067
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,91.4443
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,92.1932
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,92.7015
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,1975,18.4841
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,1990,24.9091
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2005,30.6859
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2010,35.0233
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2015,38.1217
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2020,39.6028
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2025,40.7711
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2030,41.6536
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2035,42.3425
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2040,42.8097
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2045,43.076
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2050,43.1454
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2055,43.0339
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2060,42.7482
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2065,42.3885
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2070,41.9693
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2075,41.4811
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2080,40.942
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2085,40.3431
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2090,39.7096
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2095,39.0546
Pcal/yr,Reference,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2100,38.3961
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,20.7197
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,24.5172
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,24.9824
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,34.9572
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,46.0316
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,50.802
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,55.9808
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,61.0523
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,65.2934
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,68.8436
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,71.6443
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,73.6224
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,75.0106
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,76.1096
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,77.0834
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,77.7842
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,78.1222
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,78.1777
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,78.0527
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,77.8484
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,77.5937
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,77.2426
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,1975,41.9728
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,1990,47.8705
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2005,49.7129
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2010,48.791
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2015,48.4329
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2020,49.6708
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2025,50.4163
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2030,50.8241
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2035,51.116
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2040,51.3268
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2045,51.3849
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2050,51.2161
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2055,50.8047
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2060,50.1874
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2065,49.4735
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2070,48.6771
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2075,47.8028
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2080,46.8504
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2085,45.8645
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2090,44.8959
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2095,43.9653
Pcal/yr,Reference,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2100,43.0571
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,101.725
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,239.954
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,538.163
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,668.486
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,770.581
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,864.006
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,946.191
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,1003.41
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,1035.35
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,1050.47
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,1052.19
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,1041.3
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,1020.15
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,993.096
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,961.93
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,928.413
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,892.922
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,856.271
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,818.995
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,782.805
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,748.759
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,717.116
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,1975,550.76
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,1990,783.611
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2005,828.763
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2010,846.242
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2015,886.738
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2020,881.764
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2025,873.239
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2030,862.363
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2035,847.694
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2040,828.085
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2045,804.027
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2050,776.197
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2055,745.467
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2060,712.685
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2065,679.094
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2070,645.749
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2075,612.858
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2080,580.337
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2085,548.697
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2090,518.873
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2095,491.449
Pcal/yr,Reference,China,FoodDemand,FoodDemand,FoodDemand_Staples,2100,466.412
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,6.44687
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,11.2116
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,17.8103
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,23.9176
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,31.381
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,34.1813
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,37.3167
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,40.32
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,43.2051
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,45.975
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,48.5571
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,50.8975
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,52.9669
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,54.7894
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,56.3318
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,57.6057
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,58.5938
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,59.2887
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,59.6955
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,59.8746
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,59.8535
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,59.6482
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,1975,8.56683
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,1990,13.0219
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2005,17.6705
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2010,16.834
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2015,18.2664
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2020,19.1992
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2025,19.9538
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2030,20.623
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2035,21.1761
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2040,21.6247
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2045,21.9782
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2050,22.219
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2055,22.3543
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2060,22.4082
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2065,22.3716
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2070,22.2637
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2075,22.0879
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2080,21.84
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2085,21.5288
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2090,21.1816
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2095,20.8063
Pcal/yr,Reference,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2100,20.4061
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,56.7587
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,64.0024
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,62.9874
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,63.2257
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,63.1383
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,66.5213
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,68.7367
Pcal/yr,Reference,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,70.4817
